,dialog_act,utterance
12941,inform,"cheap restaurant serving mediterranean food
"
12942,request,"what is the type of food
"
12943,reqalts,"what about european food
"
12944,bye,"good bye
"
12945,inform,"vietnamese
"
12946,thankyou,"thank you good bye
"
12947,inform,"international food
"
12948,request,"phone number
"
12949,thankyou,"thank you good bye
"
12950,request,"phone number
"
12951,affirm,"yes
"
12952,inform,"dont care
"
12953,request,"what is the price range
"
12954,reqalts,"what about european food
"
12955,inform,"european
"
12956,inform,"i want to find a moderately priced restaurant and it should serve asian food
"
12957,inform,"how bout thai food
"
12958,request,"where is it
"
12959,inform,"can i have a mexican restaurant
"
12960,inform,"chinese
"
12961,inform,"im looking for an italian restaurant
"
12962,reqalts,"how about modern european
"
12963,inform,"korean food
"
12964,request,"what type of food do they serve
"
12965,inform,"im looking for a moderately priced restaurant in the south part of town
"
12966,request,"can i have the phone number
"
12967,request,"what is the address
"
12968,request,"phone number
"
12969,request,"what kind of food do they serve
"
12970,inform,"north american food
"
12971,inform,"european food
"
12972,thankyou,"thank you good bye
"
12973,thankyou,"thank you good bye
"
12974,inform,"any
"
12975,request,"type of food
"
12976,inform,"i need a restaurant serving modern european food
"
12977,inform,"i want a restaurant in any area that serves
"
12978,bye,"good bye
"
12979,thankyou,"thank you goodbye
"
12980,request,"whats the phone number
"
12981,affirm,"right
"
12982,request,"what is the post code
"
12983,null,"none
"
12984,affirm,"uh yes im looking for a cheap restaurant that serves medetanian food
"
12985,inform,"im looking for spanish food
"
12986,inform,"i dont care
"
12987,inform,"find australian restaurant in north part of town
"
12988,request,"whats the phone number for that restaurant
"
12989,inform,"any part of town
"
12990,inform,"i am looking for a cheap restaurant in the west part of town
"
12991,inform,"im looking for a restaurant in the center of town that serves
"
12992,hello,"hi im looking for a cheap restaurant in the south part of town
"
12993,inform,"change that to mediterranean food
"
12994,null,"system
"
12995,request,"whats the price range
"
12996,reqalts,"what about vietnamese type of food
"
12997,inform,"im looking for an expensive restaurant that serves irish food
"
12998,bye,"okay thank you and good bye
"
12999,inform,"expensive
"
13000,request,"okay whats the phone number
"
13001,null,"sil
"
13002,affirm,"uh yes im looking for a restaurant in any area that serves thai food
"
13003,thankyou,"thank you good bye
"
13004,thankyou,"thank you good bye
"
13005,inform,"dont care
"
13006,inform,"in the east part of town
"
13007,request,"area
"
13008,thankyou,"thank you good bye
"
13009,inform,"i want a restaurant in the north part of town that serves french food
"
13010,thankyou,"thank you good bye
"
13011,request,"phone number
"
13012,thankyou,"thank you goodbye
"
13013,inform,"portuguese food
"
13014,thankyou,"uh thank you good bye
"
13015,deny,"dont want that
"
13016,request,"location
"
13017,inform,"dont care
"
13018,request,"what is the price range
"
13019,negate,"no cheap restaurant
"
13020,inform,"expensive restaurant east part of town
"
13021,request,"address
"
13022,thankyou,"thank you good bye
"
13023,reqalts,"anything else
"
13024,inform,"i dont care
"
13025,negate,"no
"
13026,request,"address phone number and post code
"
13027,null,"usually
"
13028,request,"whats the price range
"
13029,confirm,"does it serve indian food
"
13030,inform,"cheap
"
13031,inform,"moderate
"
13032,thankyou,"thank you good bye
"
13033,request,"address
"
13034,thankyou,"thank you good bye
"
13035,thankyou,"thank you good bye
"
13036,request,"address
"
13037,null,"noise
"
13038,affirm,"yes
"
13039,inform,"east
"
13040,inform,"portuguese
"
13041,inform,"expensive
"
13042,null,"sil
"
13043,thankyou,"thank you good bye
"
13044,reqalts,"what about european food
"
13045,inform,"any
"
13046,inform,"british food
"
13047,thankyou,"thank you good bye
"
13048,request,"what area is that
"
13049,inform,"it doesnt matter
"
13050,thankyou,"thank you good bye
"
13051,request,"and the address
"
13052,request,"could i have the phone number please
"
13053,inform,"chinese food
"
13054,inform,"irish food
"
13055,reqalts,"how about gastropub food
"
13056,request,"may i have the address phone number and post code
"
13057,negate,"no id like cheap restaurant in the west part of town
"
13058,thankyou,"thank you good bye
"
13059,thankyou,"thank you good bye
"
13060,inform,"gastropub food
"
13061,request,"address
"
13062,affirm,"yes
"
13063,inform,"doesnt matter
"
13064,request,"address
"
13065,affirm,"yes
"
13066,inform,"im looking for a moderately priced restaurant in the south part of town
"
13067,inform,"any type
"
13068,request,"oh good whats the address
"
13069,reqalts,"is there anything else
"
13070,affirm,"yes indian food
"
13071,inform,"south
"
13072,null,"cough
"
13073,request,"what is the address
"
13074,inform,"cheap
"
13075,request,"may i have the phone number
"
13076,reqalts,"is there anything else
"
13077,request,"address and phone number
"
13078,thankyou,"uh thank you good bye
"
13079,inform,"a vietnamese
"
13080,affirm,"yes
"
13081,request,"what is the address
"
13082,request,"address
"
13083,thankyou,"thank you good bye
"
13084,inform,"turkish
"
13085,reqalts,"is there anything else
"
13086,request,"address
"
13087,bye,"good bye
"
13088,inform,"any
"
13089,inform,"i want to find a restaurant that serves vietnamese
"
13090,inform,"im looking for a restaurant in the center part of town that serves creative food
"
13091,request,"what is the signature dish
"
13092,inform,"trying to find a cheap restaurant
"
13093,inform,"cheap spanish restaurant
"
13094,request,"what is the phone number
"
13095,inform,"what about irish food
"
13096,inform,"modern european foo
"
13097,thankyou,"thank you good bye
"
13098,inform,"indian food
"
13099,request,"what type of food is it
"
13100,inform,"asian food
"
13101,inform,"it should serve fusion food
"
13102,inform,"english
"
13103,reqalts,"what about cuban food
"
13104,inform,"i want to find a restaurant in the north part of town that serves italian food
"
13105,request,"address
"
13106,inform,"east
"
13107,request,"okay whats the address for that
"
13108,inform,"any area
"
13109,thankyou,"thank you good bye
"
13110,inform,"i wanted moderately priced
"
13111,reqalts,"is there anything else
"
13112,request,"where
"
13113,inform,"i want a moderately priced restaurant in the west part of town
"
13114,null,"sil
"
13115,inform,"im looking for a restaurant in the south part of town serving austrian food
"
13116,inform,"any
"
13117,request,"what area
"
13118,inform,"whats a cheap restaurant in the west
"
13119,reqalts,"how about vietnamese food
"
13120,inform,"caribbean food
"
13121,inform,"north part of town
"
13122,inform,"i dont care
"
13123,inform,"looking for a restaurant that serves turkish food
"
13124,request,"what is the price range
"
13125,request,"phone number
"
13126,null,"cough
"
13127,thankyou,"thank you good bye
"
13128,request,"address
"
13129,negate,"no
"
13130,inform,"the east
"
13131,inform,"and it should be in the west part of town
"
13132,request,"what is the phone number
"
13133,affirm,"yes
"
13134,reqalts,"what about portuguese food
"
13135,inform,"cheap price range
"
13136,null,"unintelligible
"
13137,thankyou,"thank you good bye
"
13138,request,"phone number
"
13139,request,"and can i get the address phone number and price range
"
13140,inform,"english food
"
13141,request,"uh could you give me the address and telephone number
"
13142,request,"can i get the phone number
"
13143,affirm,"yes
"
13144,request,"can i have the phone number
"
13145,ack,"okay give me the first
"
13146,thankyou,"thank you good bye
"
13147,thankyou,"thank you goodbye
"
13148,inform,"in the west part of town
"
13149,thankyou,"thank you good bye
"
13150,thankyou,"thank you good bye
"
13151,request,"phone number
"
13152,thankyou,"thank you goodbye
"
13153,affirm,"yes
"
13154,inform,"um moderate
"
13155,inform,"korean food
"
13156,request,"the post code
"
13157,request,"whats the address
"
13158,request,"what is the area
"
13159,reqalts,"what about chinese food
"
13160,inform,"expensive
"
13161,affirm,"yes
"
13162,request,"can i get the address
"
13163,inform,"moderate
"
13164,thankyou,"thank you good bye
"
13165,request,"the phone number
"
13166,inform,"id like to find a restaurant that serves afghan food
"
13167,request,"breath whats the phone number of the venue
"
13168,reqalts,"how about modern european type of food
"
13169,inform,"any type of food
"
13170,inform,"any
"
13171,negate,"no
"
13172,request,"what is the phone number
"
13173,thankyou,"thank you good bye
"
13174,confirm,"does it serve asian oriental
"
13175,affirm,"yes
"
13176,reqalts,"is there anything else
"
13177,thankyou,"thank you good bye
"
13178,request,"what is the phone number
"
13179,request,"post code
"
13180,thankyou,"thank you good bye
"
13181,inform,"european food
"
13182,inform,"any japanese restaurants
"
13183,request,"phone number
"
13184,inform,"im looking for an expensive restaurant that serves european food
"
13185,thankyou,"thank you good bye
"
13186,inform,"cheap restaurant serving scandinavian food
"
13187,thankyou,"thank you goodbye
"
13188,inform,"i want a modern european restaurant
"
13189,thankyou,"thank you good bye
"
13190,request,"what is their address
"
13191,request,"could i have the address please
"
13192,inform,"dont care
"
13193,request,"what is the address
"
13194,inform,"dont care
"
13195,reqalts,"how about modern european food
"
13196,inform,"chineese
"
13197,request,"whats the phone number
"
13198,thankyou,"thank you good bye
"
13199,null,"any thing else
"
13200,inform,"im looking for a cheap restaurant serving modern european type of food
"
13201,inform,"it should serve french food
"
13202,inform,"im looking for polynesian food
"
13203,request,"what area is it in
"
13204,inform,"european food
"
13205,null,"noise
"
13206,request,"whats the phone number
"
13207,inform,"polynesian
"
13208,inform,"afghan food
"
13209,negate,"uh no thats it thank you and good bye
"
13210,reqalts,"how about portuguese
"
13211,request,"what is the address
"
13212,thankyou,"thank you good bye
"
13213,request,"address
"
13214,affirm,"right
"
13215,inform,"european
"
13216,inform,"north
"
13217,affirm,"yes
"
13218,inform,"cheap
"
13219,negate,"no
"
13220,inform,"i am looking for a moderately priced restaurant in the
"
13221,inform,"north part of town
"
13222,request,"and what is the address
"
13223,thankyou,"thank you good bye
"
13224,thankyou,"thank you good bye
"
13225,inform,"it doesnt matter in the south part of town
"
13226,inform,"i dont care
"
13227,hello,"hi im looking for a place that serves scandinavian food
"
13228,reqalts,"is there anything else
"
13229,hello,"hi im looking for
"
13230,inform,"spanish
"
13231,inform,"canapes food
"
13232,thankyou,"thank you goodbye
"
13233,inform,"chinese food
"
13234,request,"what is the address and phone number
"
13235,inform,"moderate
"
13236,inform,"european
"
13237,request,"address
"
13238,inform,"british food
"
13239,inform,"french food
"
13240,null,"unintelligible
"
13241,reqalts,"oh is there anything else
"
13242,reqalts,"what about persian food
"
13243,inform,"dont care
"
13244,inform,"um a cheap restaurant in the west part of town
"
13245,request,"whats the address
"
13246,inform,"im looking for expensive restaurants that serve mediterranean food
"
13247,request,"where is it
"
13248,request,"type of food
"
13249,inform,"i dont care
"
13250,inform,"cheap restaurant that serves vegetarian food
"
13251,null,"noise
"
13252,inform,"spanish food
"
13253,inform,"west
"
13254,negate,"no
"
13255,null,"noise
"
13256,inform,"im looking for a cheap pan asian food
"
13257,thankyou,"okay thank you good bye
"
13258,thankyou,"thank you good bye
"
13259,thankyou,"thank you good bye
"
13260,inform,"polynesian food
"
13261,request,"address
"
13262,null,"unintelligible
"
13263,request,"what is the type of food
"
13264,inform,"afghan
"
13265,confirm,"is it an expensive restaurant
"
13266,inform,"a restaurant that serves german food
"
13267,inform,"im looking for an expensive restaurant in the east part of town
"
13268,reqalts,"anything else
"
13269,thankyou,"thank you good bye
"
13270,thankyou,"thank you goodbye
"
13271,inform,"barbecue food
"
13272,inform,"dont care
"
13273,inform,"any range
"
13274,inform,"east part of town
"
13275,request,"phone number
"
13276,inform,"im looking for a moderately priced restaurant in the south part of town
"
13277,inform,"sea food
"
13278,thankyou,"thank you good bye
"
13279,inform,"east
"
13280,request,"address
"
13281,inform,"north
"
13282,request,"address
"
13283,request,"the price range
"
13284,null,"thats all
"
13285,request,"and whats their phone number
"
13286,inform,"sea food
"
13287,inform,"moderately priced
"
13288,inform,"international food
"
13289,inform,"european food
"
13290,request,"post code
"
13291,thankyou,"okay uh thank you and good bye
"
13292,request,"and what is the price range
"
13293,negate,"no
"
13294,request,"whats the phone number
"
13295,inform,"swedish
"
13296,request,"okay and uh how about the phone number
"
13297,inform,"i dont care
"
13298,inform,"i dont care
"
13299,inform,"moderately priced
"
13300,request,"could i have the address and phone number
"
13301,inform,"cheap restaurant serving mediterranean food
"
13302,inform,"expensive
"
13303,request,"can i get the phone number
"
13304,negate,"no i want halal food
"
13305,inform,"welsh food
"
13306,inform,"im looking for a restaurant with irish food
"
13307,null,"unintelligible
"
13308,inform,"a cheap restaurant
"
13309,inform,"moderately priced food
"
13310,request,"address
"
13311,inform,"could i have a cheap restaurant in the east part of town
"
13312,inform,"uh im looking for a moderately priced restaurant serving
"
13313,bye,"good bye
"
13314,thankyou,"thank you good bye
"
13315,reqalts,"what about korean food
"
13316,reqalts,"how european food
"
13317,reqalts,"another
"
13318,inform,"international
"
13319,request,"can i have the phone number
"
13320,inform,"id like a restaurant in the west part of town that serves danish
"
13321,inform,"thai food
"
13322,thankyou,"thank you good bye
"
13323,inform,"i need a restaurant that serves
"
13324,request,"what part of town
"
13325,request,"address
"
13326,thankyou,"thank you good bye
"
13327,inform,"american
"
13328,request,"address
"
13329,reqalts,"is there anything else
"
13330,inform,"asian oriental
"
13331,inform,"i dont care
"
13332,reqalts,"anything else
"
13333,inform,"dont care
"
13334,null,"sil
"
13335,request,"alright whats the address
"
13336,request,"phone number
"
13337,thankyou,"thank you good bye
"
13338,request,"could i have the address
"
13339,affirm,"yes
"
13340,reqalts,"what about vietnamese food
"
13341,bye,"good bye
"
13342,request,"can i have the price range of the venue
"
13343,request,"what is their phone number
"
13344,inform,"im looking for a restaurant in the center part of town that serves unusual food
"
13345,inform,"moderately priced restaurant
"
13346,inform,"eritrean
"
13347,request,"whats the address
"
13348,request,"may i have the address and phone number please
"
13349,inform,"looking for an expensive restaurant
"
13350,inform,"breath id like a moderately priced restaurant that serves thai food
"
13351,inform,"any
"
13352,inform,"im looking for a restaurant in the center that serves sea food
"
13353,inform,"dont care
"
13354,affirm,"yes
"
13355,inform,"it doesnt matter
"
13356,thankyou,"thank you good bye
"
13357,inform,"something catalan food
"
13358,reqalts,"is there anything else
"
13359,inform,"i dont care
"
13360,inform,"moroccan
"
13361,null,"unintelligible
"
13362,inform,"west
"
13363,inform,"i dont care
"
13364,null,"sil
"
13365,thankyou,"thank you goodbye
"
13366,request,"whats the address
"
13367,inform,"im looking for a restaurant serving european food
"
13368,negate,"no caribbean
"
13369,request,"whats the phone number
"
13370,request,"phone number
"
13371,thankyou,"thank you good bye
"
13372,thankyou,"thank you good bye
"
13373,inform,"the south part of town
"
13374,request,"and the phone number
"
13375,reqalts,"how about asian oriental
"
13376,inform,"any
"
13377,inform,"north american food
"
13378,thankyou,"thank you good bye
"
13379,request,"whats the address
"
13380,inform,"north
"
13381,request,"phone number
"
13382,inform,"any area
"
13383,request,"could i have the phone number and post code please
"
13384,thankyou,"thank you good bye
"
13385,null,"sil
"
13386,inform,"ok talian food
"
13387,inform,"east part of town
"
13388,reqalts,"how about mediterranean
"
13389,reqalts,"what about indian food
"
13390,affirm,"yes
"
13391,inform,"i want to find an expensive restaurant on the east part of town
"
13392,affirm,"yea
"
13393,request,"what is the address
"
13394,null,"whats the unintelligible
"
13395,confirm,"okay and is that british food
"
13396,request,"okay whats the address
"
13397,thankyou,"thank you good bye
"
13398,negate,"no indian
"
13399,reqalts,"is there anything else
"
13400,affirm,"yes
"
13401,inform,"could i have the restaurant that serves asian oriental food
"
13402,inform,"north
"
13403,request,"address
"
13404,inform,"expensive
"
13405,null,"what about
"
13406,request,"phone number
"
13407,request,"post code
"
13408,inform,"seafood
"
13409,inform,"south town
"
13410,thankyou,"thank you good bye
"
13411,inform,"south part of town
"
13412,inform,"im looking for a restaurant that serves african food
"
13413,inform,"chinese food
"
13414,affirm,"yes
"
13415,inform,"thai food
"
13416,null,"oh
"
13417,inform,"persian food
"
13418,request,"okay can i get the address
"
13419,thankyou,"thank you good bye
"
13420,bye,"good bye
"
13421,inform,"moderate
"
13422,reqalts,"is there anything else
"
13423,inform,"any kind of food
"
13424,reqalts,"is there anything else
"
13425,inform,"chinese
"
13426,reqalts,"anything else
"
13427,inform,"i want a restaurant in the center of town that serves vinesha
"
13428,request,"phone number
"
13429,inform,"im looking for a cheap restaurant and it should be in the east part of town
"
13430,request,"whats the area
"
13431,request,"phone number
"
13432,inform,"steakhouse
"
13433,thankyou,"noise thank you goodbye
"
13434,request,"can i get the address and phone number
"
13435,affirm,"yes and it needs to be moderately priced
"
13436,request,"and the post code
"
13437,request,"what is the address
"
13438,thankyou,"thank you good bye
"
13439,affirm,"yes
"
13440,thankyou,"thank you goodbye
"
13441,request,"type of food do they serve
"
13442,thankyou,"thank you good bye
"
13443,reqalts,"what else
"
13444,request,"address
"
13445,thankyou,"thank you goodbye
"
13446,inform,"any kind
"
13447,request,"whats the address
"
13448,thankyou,"thank you good bye
"
13449,inform,"spanish food
"
13450,inform,"im looking for a restaurant in the north part of town serving indian food
"
13451,inform,"medium priced
"
13452,inform,"any price range
"
13453,request,"address
"
13454,thankyou,"thank you good bye
"
13455,inform,"north
"
13456,reqalts,"what about asian oriental foo
"
13457,inform,"im looking for japanese food
"
13458,request,"address
"
13459,request,"whats the address
"
13460,thankyou,"thank you good bye
"
13461,inform,"i dont care
"
13462,inform,"okay i dont care about price range
"
13463,thankyou,"thank you good bye
"
13464,reqalts,"uh how about italian food
"
13465,request,"what is the address
"
13466,request,"what is their price range
"
13467,reqalts,"is there anything else
"
13468,request,"phone number and pri
"
13469,thankyou,"thank you good bye
"
13470,negate,"no
"
13471,inform,"i want a restaurant in the center
"
13472,null,"unintelligible
"
13473,inform,"im looking for unintelligible food
"
13474,inform,"international food
"
13475,reqalts,"how about indian food in the east part of town
"
13476,inform,"serving modern european type of food
"
13477,thankyou,"thank you good bye
"
13478,inform,"i dont care
"
13479,inform,"eritrean food
"
13480,null,"noise
"
13481,request,"phone number
"
13482,confirm,"does it serve sea food
"
13483,inform,"i dont care
"
13484,reqalts,"how about european food
"
13485,inform,"spanish
"
13486,inform,"im looking for eritrean food
"
13487,null,"noise
"
13488,inform,"im looking for a restaurant in the north part of town serving italian food
"
13489,null,"make a suggestion
"
13490,inform,"moderate
"
13491,affirm,"ye
"
13492,request,"address
"
13493,request,"address
"
13494,request,"and can i have the address and phone number please
"
13495,request,"and uh their post code
"
13496,affirm,"yes
"
13497,request,"the post code
"
13498,inform,"im looking for a restaurant in the center of town that serves danish food
"
13499,thankyou,"thank you good bye
"
13500,confirm,"is it portuguese food
"
13501,inform,"i dont care about price
"
13502,request,"and i need the address and post code
"
13503,inform,"expensive restaurant tuscan food
"
13504,request,"may i have the address and area
"
13505,inform,"okay cheap turkish food
"
13506,bye,"good bye
"
13507,inform,"food
"
13508,request,"what is the address
"
13509,inform,"scottish
"
13510,negate,"no
"
13511,inform,"dont care
"
13512,inform,"find me an expensive restaurant
"
13513,inform,"hungarian food
"
13514,request,"and the phone number
"
13515,inform,"vietnam
"
13516,inform,"doesnt matter
"
13517,null,"unintelligible
"
13518,reqalts,"is there anything else
"
13519,thankyou,"thank you good bye
"
13520,reqalts,"anything else
"
13521,affirm,"yes
"
13522,inform,"vegetarian food
"
13523,inform,"i dont care
"
13524,inform,"looking for a restaurant in any area that serves mediterranean
"
13525,reqalts,"is there anything else
"
13526,inform,"thai food
"
13527,inform,"im looking for a sea food restaurant
"
13528,request,"what type of food
"
13529,inform,"a restaurant south part of town
"
13530,inform,"asian
"
13531,inform,"i dont care about the price range i need bask food
"
13532,request,"address
"
13533,inform,"uh is there a steak house
"
13534,thankyou,"thank you good bye
"
13535,null,"sil
"
13536,reqalts,"uh anything else
"
13537,thankyou,"thank you good bye
"
13538,inform,"id like a restaurant in the north part of town serving indian food
"
13539,affirm,"yes
"
13540,inform,"north
"
13541,request,"may i get the address
"
13542,reqalts,"is there anything else
"
13543,inform,"north
"
13544,request,"area
"
13545,inform,"french
"
13546,null,"okay
"
13547,inform,"in the west part of town in the cheap price range
"
13548,request,"what is the address and phone number
"
13549,inform,"modern european food
"
13550,inform,"east
"
13551,request,"what is the phone number
"
13552,request,"what is the post code
"
13553,request,"and their phone number
"
13554,thankyou,"thank you good bye
"
13555,inform,"doesnt matter
"
13556,null,"viet
"
13557,negate,"no
"
13558,thankyou,"thank you good bye
"
13559,request,"address
"
13560,inform,"in the center
"
13561,inform,"i dont care
"
13562,inform,"north
"
13563,inform,"um moderate
"
13564,null,"noise
"
13565,inform,"south
"
13566,inform,"mexican
"
13567,request,"price range
"
13568,request,"whats the address
"
13569,inform,"signapore
"
13570,bye,"k you goodbye
"
13571,thankyou,"thank you good bye
"
13572,request,"phone number
"
13573,inform,"south
"
13574,bye,"good bye
"
13575,request,"can i have the address
"
13576,reqalts,"what about thai food
"
13577,inform,"okay then any part of town
"
13578,negate,"no thai food
"
13579,thankyou,"thank you good bye
"
13580,reqalts,"another
"
13581,request,"phone number
"
13582,inform,"id like it to be in the south part of town
"
13583,reqalts,"how about chinese food
"
13584,request,"could i have the phone number please
"
13585,null,"noise
"
13586,inform,"uh id like a cheap restaurant in the
"
13587,bye,"good bye
"
13588,inform,"im looking for an expensive restaurant in the east part of town
"
13589,reqalts,"anything else
"
13590,inform,"spanish
"
13591,reqalts,"what about chinese food
"
13592,request,"type of food
"
13593,request,"phone number
"
13594,thankyou,"thank you good bye
"
13595,inform,"danish
"
13596,request,"can i have the address and phone number
"
13597,inform,"im looking for a moderately priced restaurant serving basque food
"
13598,inform,"any kind of food
"
13599,inform,"any
"
13600,inform,"any part
"
13601,thankyou,"thank you good bye
"
13602,inform,"any
"
13603,null,"um
"
13604,request,"give me the address
"
13605,inform,"find gastro pub type food
"
13606,inform,"spanish
"
13607,null,"type
"
13608,null,"noise
"
13609,inform,"dont care
"
13610,request,"the phone number and post code
"
13611,inform,"i want a restaurant
"
13612,thankyou,"thank you
"
13613,request,"address
"
13614,inform,"i want to find a cheap restaurant that serve
"
13615,reqalts,"okay how bout thai food
"
13616,inform,"vietnamese
"
13617,inform,"pan asian
"
13618,deny,"wrong
"
13619,bye,"good bye
"
13620,null,"okay
"
13621,inform,"corsica food
"
13622,request,"phone number
"
13623,inform,"greek food
"
13624,request,"phone number
"
13625,inform,"im looking for a restaurant in the center part of town that serves european food
"
13626,request,"price range
"
13627,inform,"moderately priced restaurant in the east part of town
"
13628,inform,"i want to find an expensive restaurant in the east part of town
"
13629,inform,"i need asian how bout asian food
"
13630,thankyou,"thank you good bye
"
13631,inform,"italian food
"
13632,inform,"tuscan food
"
13633,request,"what is the post code
"
13634,inform,"australian
"
13635,inform,"indian food
"
13636,reqalts,"how about european
"
13637,inform,"any
"
13638,inform,"looking for a restaurant noise in the east part of town
"
13639,request,"can i have the phone number and type of food please
"
13640,inform,"south part of town
"
13641,request,"phone number
"
13642,request,"phone number
"
13643,inform,"basque
"
13644,thankyou,"thank you good bye
"
13645,request,"what is the address
"
13646,request,"post code
"
13647,hello,"hello hello oh your on the phone yea
"
13648,request,"what is the address
"
13649,thankyou,"thank you goodbye
"
13650,inform,"in the east
"
13651,inform,"im looking for a moderately priced restaurant in the west part of town
"
13652,inform,"west
"
13653,inform,"in the south part of town
"
13654,reqalts,"how about thai food thats expensive
"
13655,reqalts,"what about north american food
"
13656,thankyou,"thank you good bye
"
13657,null,"i want to find a
"
13658,inform,"i want a cheap restaurant in the west part of town
"
13659,inform,"gastropub
"
13660,request,"i need a special restaurant serving christmas food
"
13661,request,"and what type of food
"
13662,inform,"doesnt matter
"
13663,request,"what is the address
"
13664,null,"noise
"
13665,null,"sil
"
13666,thankyou,"thank you good bye
"
13667,request,"and whats the phone number
"
13668,request,"what is the post code
"
13669,confirm,"is that asian oriental type of food
"
13670,inform,"noise cheap restaurant
"
13671,thankyou,"thank you good bye
"
13672,request,"what is the address
"
13673,reqalts,"anything else
"
13674,inform,"im looking for an expensive restaurant
"
13675,request,"address
"
13676,confirm,"is it serving portuguese food
"
13677,thankyou,"thank you good bye
"
13678,request,"phone number
"
13679,inform,"moderate
"
13680,inform,"im looking for a restaurant in the west part of town
"
13681,request,"the phone number
"
13682,inform,"okay expensive
"
13683,request,"address
"
13684,inform,"did you see a korean restaurant
"
13685,inform,"cheap
"
13686,inform,"um doesnt matter
"
13687,reqalts,"how about moderately priced
"
13688,reqalts,"how about a gastropub
"
13689,request,"and the price range
"
13690,inform,"im looking for a moderately priced restaurant
"
13691,request,"what area is it in
"
13692,inform,"looking in the west of town moderately priced
"
13693,inform,"south
"
13694,request,"what is their address
"
13695,inform,"doesnt matter
"
13696,inform,"indian food
"
13697,thankyou,"thank you good bye
"
13698,request,"could i have the address please
"
13699,inform,"european food
"
13700,inform,"moderate restaurant east part of town
"
13701,inform,"asian oriental
"
13702,request,"whats the phone number
"
13703,inform,"afghan food
"
13704,inform,"expensive
"
13705,null,"noise
"
13706,request,"what is the address
"
13707,inform,"i want to find a moderately priced restaurant that serves moroccan food
"
13708,request,"what is the phone number
"
13709,null,"noise
"
13710,inform,"french food
"
13711,inform,"north
"
13712,inform,"i want spanish food
"
13713,thankyou,"thank you
"
13714,inform,"west part of town
"
13715,thankyou,"thank you good bye
"
13716,reqalts,"is their anything else
"
13717,inform,"im looking for a moderately priced restaurant in the east part of town
"
13718,reqalts,"how about chinese food
"
13719,thankyou,"thank you good bye
"
13720,reqalts,"how about european type of food
"
13721,inform,"im looking for a restaurant in the center of town that serves romanian food
"
13722,request,"post code
"
13723,request,"phone number
"
13724,confirm,"is it in the south part of town
"
13725,inform,"uh thai food
"
13726,thankyou,"thank you good bye
"
13727,negate,"no
"
13728,request,"phone number
"
13729,thankyou,"thank you good bye
"
13730,inform,"uh chinese food
"
13731,reqalts,"how about british food
"
13732,request,"area
"
13733,request,"what is the type of food
"
13734,inform,"mediterranean
"
13735,inform,"expensive restaurant breath
"
13736,inform,"i would like a cheap restaurant in the west part of town
"
13737,inform,"hungarian food
"
13738,reqalts,"is there anything else
"
13739,hello,"hello and welcome to the cambridge
"
13740,inform,"south part of town
"
13741,thankyou,"thank you good bye
"
13742,thankyou,"thank you good bye
"
13743,request,"the address
"
13744,request,"what is the area
"
13745,request,"po post code
"
13746,affirm,"yes
"
13747,request,"thats fine give me the address
"
13748,inform,"looking for african food in the center of town
"
13749,thankyou,"thank you good bye
"
13750,reqalts,"um do you have anything else
"
13751,request,"may i have the address please
"
13752,inform,"south
"
13753,thankyou,"okay uh thank you and good bye
"
13754,request,"what is their address
"
13755,reqalts,"how about vietnamese food
"
13756,thankyou,"thank you good bye
"
13757,inform,"cheap
"
13758,reqalts,"okay uh how about a bristish
"
13759,inform,"world
"
13760,inform,"moderate
"
13761,request,"what the addre
"
13762,inform,"im looking for an expensive restaurant that serves thai food
"
13763,inform,"looking for a moderately priced restaurant
"
13764,inform,"south
"
13765,inform,"the south part of town
"
13766,request,"phone number
"
13767,inform,"thai food
"
13768,inform,"the south part of town
"
13769,request,"what is the address
"
13770,affirm,"yes
"
13771,request,"could i get their address and phone number
"
13772,reqalts,"what about indian food
"
13773,null,"unintelligible
"
13774,thankyou,"thank you good bye
"
13775,null,"im sorry
"
13776,affirm,"yes
"
13777,request,"phone number
"
13778,request,"phone number
"
13779,request,"and can i have the address phone number and price range of the restaurant please
"
13780,request,"address
"
13781,inform,"cheap
"
13782,inform,"canapes food
"
13783,reqalts,"anything else
"
13784,inform,"im looking for indian food in the east part of town
"
13785,inform,"moderate price in south
"
13786,request,"the address
"
13787,inform,"any price range
"
13788,reqalts,"how about asian oriental
"
13789,affirm,"yes
"
13790,request,"addre
"
13791,null,"sil
"
13792,affirm,"yes
"
13793,inform,"im looking for a restaurant in the center that serves romanian food
"
13794,request,"what is the phone number
"
13795,thankyou,"thank you good bye
"
13796,request,"whats the post code
"
13797,request,"price range
"
13798,inform,"south part of town
"
13799,request,"could i have the address please
"
13800,inform,"moderately priced restaurant
"
13801,inform,"swiss
"
13802,inform,"id like a restaurant in the south part of town that serves cuban
"
13803,inform,"creative food
"
13804,inform,"moderately priced
"
13805,thankyou,"thank you good bye
"
13806,null,"cough
"
13807,negate,"no cuban food cuban food
"
13808,null,"unintelligible
"
13809,null,"unintelligible
"
13810,reqalts,"anything else
"
13811,thankyou,"thank you good bye
"
13812,reqalts,"is there anything else
"
13813,reqalts,"um is there anything else
"
13814,request,"phone number
"
13815,request,"whats their address
"
13816,null,"i dont
"
13817,inform,"do you have an expensive restaurant
"
13818,affirm,"yes
"
13819,inform,"moderately priced restaurant in the north part of town
"
13820,negate,"no
"
